Task Id,BLEU Score
HumanEval/0,0.32996156842059315
HumanEval/1,0.022202573611681105
HumanEval/2,1.0
HumanEval/3,0.6031612036218008
HumanEval/4,0.6265936963195222
HumanEval/5,0.015032178405940613
HumanEval/6,0.006373063632656557
HumanEval/7,0.04939382737115371
HumanEval/8,0.31751444361869974
HumanEval/9,0.01618861356572822
HumanEval/10,0.02489637360879045
HumanEval/11,0.03566087490853475
HumanEval/12,0.19751281456318015
HumanEval/13,0.021116772166239164
HumanEval/14,0.07432998184513635
HumanEval/15,0.07171781507224269
HumanEval/16,0.004286566854494811
HumanEval/17,0.02465289405820389
HumanEval/18,0.02507378338946741
HumanEval/19,0.006585419007235511
HumanEval/20,0.1822418298126852
HumanEval/21,0.009812163258584559
HumanEval/22,0.035617249382866124
HumanEval/23,0.316227766016838
HumanEval/24,0.5047325154308108
HumanEval/25,0.2513119624731319
HumanEval/26,0.2115097049562591
HumanEval/27,0.03336574130316504
HumanEval/28,0.1495348781221221
HumanEval/29,0.02777619034011792
HumanEval/30,0.025098621243978974
HumanEval/31,0.2068764954672419
HumanEval/32,0.006489328974490247
HumanEval/33,0.13269353024089545
HumanEval/34,0.316227766016838
HumanEval/35,0.316227766016838
HumanEval/36,0.1841519661759214
HumanEval/37,0.18713586569213295
HumanEval/38,0.42825541492639635
HumanEval/39,0.21053827556236526
HumanEval/40,0.07889074282024067
HumanEval/41,0.001784672286871559
HumanEval/42,0.18092176081223305
HumanEval/43,0.030067609934128877
HumanEval/44,0.12408616318856693
HumanEval/45,0.10266900960803409
HumanEval/46,0.12795072312505196
HumanEval/47,0.07261813302549419
HumanEval/48,0.1531024544118244
HumanEval/49,0.15568939784469132
HumanEval/50,0.5459709700160348
HumanEval/51,0.03342866121562732
HumanEval/52,0.18092176081223305
HumanEval/53,1.0
HumanEval/54,0.020200106912694155
HumanEval/55,0.02435244983348073
HumanEval/56,0.06743584595492712
HumanEval/57,0.10500646136500091
HumanEval/58,0.08034284189446518
HumanEval/59,0.09929515138348313
HumanEval/60,0.021460411779726157
HumanEval/61,0.05871329718754909
HumanEval/62,0.09992869870690119
HumanEval/63,0.07738006901128308
HumanEval/64,0.03868734741776856
HumanEval/65,0.017214313142036166
HumanEval/66,0.1561969968460128
HumanEval/67,0.011064891248476136
HumanEval/68,0.04770780789571993
HumanEval/69,0.08260163098779011
HumanEval/70,0.0034152387934095352
HumanEval/71,0.09774428928196892
HumanEval/72,0.0073120865637038455
HumanEval/73,0.022906501105326008
HumanEval/74,0.036794373247613636
HumanEval/75,0.053019267976191685
HumanEval/76,0.07425705313392499
HumanEval/77,0.015718877363021206
HumanEval/78,0.0019857831650453754
HumanEval/79,0.03391326091030751
HumanEval/80,0.3362460669916442
HumanEval/81,0.0033606107207389928
HumanEval/82,0.011055446882286175
HumanEval/83,0.23419101564649059
HumanEval/84,0.012109013026441871
HumanEval/85,0.06109752796411124
HumanEval/86,0.036362270465000714
HumanEval/87,0.08935413502684333
HumanEval/88,0.016562494897332036
HumanEval/89,0.03172629746109534
HumanEval/90,0.03507770215215251
HumanEval/91,0.007510032189201753
HumanEval/92,0.42688103253516035
HumanEval/93,0.005315690997461588
HumanEval/94,0.008060806187718665
HumanEval/95,0.012634148904625754
HumanEval/96,0.009716419391683237
HumanEval/97,0.03303164318013808
HumanEval/98,0.01287150253861497
HumanEval/99,0.003990140183117255
HumanEval/100,0.03550467708240432
HumanEval/101,0.006211915815063893
HumanEval/102,0.04210927008999497
HumanEval/103,0.12795100096585615
HumanEval/104,0.029283748943666837
HumanEval/105,0.014815092472956
HumanEval/106,0.16104765391487583
HumanEval/107,0.36821599595545457
HumanEval/108,0.007718273760400439
HumanEval/109,0.030708987612633812
HumanEval/110,0.03337397607090837
HumanEval/111,0.017115692278351385
HumanEval/112,0.048501094063408974
HumanEval/113,0.11117895489854909
HumanEval/114,0.04594563803674671
HumanEval/115,0.014065144561938006
HumanEval/116,0.013393652011502274
HumanEval/117,0.021662652601413316
HumanEval/118,0.133930579343757
HumanEval/119,0.03450128621598258
HumanEval/120,0.008282282660969604
HumanEval/121,0.28690668742892217
HumanEval/122,0.00619770579890378
HumanEval/123,0.04744202444069728
HumanEval/124,0.26793213347552314
HumanEval/125,0.015122876965515892
HumanEval/126,0.01036543339370689
HumanEval/127,0.007330073320253847
HumanEval/128,0.023480087201163912
HumanEval/129,0.0
HumanEval/130,0.25549018254123496
HumanEval/131,0.04649162259136118
HumanEval/132,0.007780525835452058
HumanEval/133,0.020255986027125642
HumanEval/134,0.00655313188550148
HumanEval/135,0.08806435411433607
HumanEval/136,0.005407823353161518
HumanEval/137,0.016662810873079192
HumanEval/138,0.03888783996985275
HumanEval/139,0.15326859947928292
HumanEval/140,0.005210158044842421
HumanEval/141,0.010175050456794997
HumanEval/142,0.5929283686422715
HumanEval/143,0.006965890168935605
HumanEval/144,0.014319831453943518
HumanEval/145,0.007942181016469338
HumanEval/146,0.29705344069848183
HumanEval/147,0.011001306734513518
HumanEval/148,0.5218941677250173
HumanEval/149,0.016664251453945244
HumanEval/150,0.004373098241438478
HumanEval/151,0.025512954714655478
HumanEval/152,0.021972813874997166
HumanEval/153,0.006423254448050178
HumanEval/154,0.10825975242387655
HumanEval/155,0.04114081637091977
HumanEval/156,0.0036453727139770073
HumanEval/157,0.004326933948197397
HumanEval/158,0.12522831453090805
HumanEval/159,0.030372749538268132
HumanEval/160,0.006102958489989977
HumanEval/161,0.03169692988032974
HumanEval/162,0.037619851267908594
HumanEval/163,0.15476013802256613
