Task Id,CodeBERTScore Precision,CodeBERTScore Recall,CodeBERTScore F1-score,CodeBERTScore F3-score
HumanEval/0,0.9661043286323547,0.927666962146759,0.9464955925941467,0.9313725829124451
HumanEval/1,0.7240194082260132,0.8108804225921631,0.7649921774864197,0.8012675642967224
HumanEval/2,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896
HumanEval/3,0.9513483643531799,0.9761050343513489,0.9635677337646484,0.9735715389251709
HumanEval/4,0.875113308429718,0.9573151469230652,0.9143704175949097,0.948406457901001
HumanEval/5,0.7917754650115967,0.755869448184967,0.7734060287475586,0.7593128085136414
HumanEval/6,0.7983574867248535,0.7496635913848877,0.7732446789741516,0.7542639970779419
HumanEval/7,0.8878197073936462,0.8889519572257996,0.8883854746818542,0.888838529586792
HumanEval/8,0.8227889537811279,0.8716813325881958,0.8465297818183899,0.8665322065353394
HumanEval/9,0.7425453662872314,0.7946137189865112,0.7676976919174194,0.7890805602073669
HumanEval/10,0.7553259134292603,0.8653010129928589,0.8065820336341858,0.8528830409049988
HumanEval/11,0.7487537264823914,0.854413628578186,0.7981019020080566,0.8425244092941284
HumanEval/12,0.910848081111908,0.9168140292167664,0.9138213396072388,0.916213870048523
HumanEval/13,0.8744781613349915,0.7819620370864868,0.8256364464759827,0.7903233170509338
HumanEval/14,0.8088966608047485,0.9041391015052795,0.853870153427124,0.8936173319816589
HumanEval/15,0.8694519996643066,0.9383202195167542,0.902574360370636,0.9309462904930115
HumanEval/16,0.6544408798217773,0.7931063175201416,0.7171319723129272,0.7766503691673279
HumanEval/17,0.7475348114967346,0.8119828104972839,0.7784271240234375,0.8050422668457031
HumanEval/18,0.7999781370162964,0.7845469117164612,0.7921873927116394,0.7860632538795471
HumanEval/19,0.7543134689331055,0.709621012210846,0.7312850952148438,0.7138505578041077
HumanEval/20,0.7966037392616272,0.8466889262199402,0.82088303565979,0.8413987755775452
HumanEval/21,0.7711589336395264,0.8055249452590942,0.7879673838615417,0.8019510507583618
HumanEval/22,0.8816832304000854,0.8693268895149231,0.8754614591598511,0.8705469369888306
HumanEval/23,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896
HumanEval/24,0.9169758558273315,0.9282562732696533,0.9225816130638123,0.9271158576011658
HumanEval/25,0.8160927891731262,0.8629475235939026,0.8388664126396179,0.8580213189125061
HumanEval/26,0.8897081613540649,0.8001013398170471,0.8425288796424866,0.8082414865493774
HumanEval/27,0.9348526000976562,0.8248778581619263,0.8764287829399109,0.8346971273422241
HumanEval/28,0.9964517951011658,0.9964517951011658,0.9964517951011658,0.996451735496521
HumanEval/29,0.8710732460021973,0.880719006061554,0.875869631767273,0.879744827747345
HumanEval/30,0.814079999923706,0.8315057754516602,0.8227006793022156,0.8297297358512878
HumanEval/31,0.8828104138374329,0.8244441151618958,0.852629542350769,0.8299310803413391
HumanEval/32,0.7053931951522827,0.7097827196121216,0.7075811624526978,0.7093413472175598
HumanEval/33,0.7906549572944641,0.8807691931724548,0.8332828879356384,0.870843768119812
HumanEval/34,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896
HumanEval/35,1.0000001192092896,1.0000001192092896,1.0000001192092896,1.0000001192092896
HumanEval/36,0.8161943554878235,0.84354567527771,0.8296447396278381,0.8407283425331116
HumanEval/37,0.8091496825218201,0.8561326861381531,0.8319783806800842,0.8511901497840881
HumanEval/38,0.8811154365539551,0.947417676448822,0.9130644798278809,0.9403417706489563
HumanEval/39,0.7958278059959412,0.7721789479255676,0.7838250994682312,0.774480402469635
HumanEval/40,0.7975605726242065,0.8609432578086853,0.8280407786369324,0.8541553020477295
HumanEval/41,0.47217339277267456,0.6483214497566223,0.5464016795158386,0.6250051856040955
HumanEval/42,0.9666723608970642,0.9666723608970642,0.9666723608970642,0.9666723608970642
HumanEval/43,0.7895717024803162,0.7819476127624512,0.7857410907745361,0.7827033996582031
HumanEval/44,0.7296496033668518,0.8594242334365845,0.7892377376556396,0.8444057106971741
HumanEval/45,0.9272425770759583,0.9272425770759583,0.9272425770759583,0.9272425770759583
HumanEval/46,0.769813060760498,0.8014743328094482,0.7853246927261353,0.7981915473937988
HumanEval/47,0.8505374193191528,0.8866579532623291,0.868222177028656,0.8829084634780884
HumanEval/48,0.7625198364257812,0.8981407880783081,0.8247924447059631,0.8824456930160522
HumanEval/49,0.8272876143455505,0.8381865620613098,0.8327014446258545,0.8370836973190308
HumanEval/50,0.9878825545310974,0.9830044507980347,0.9854375123977661,0.9834900498390198
HumanEval/51,0.8287516236305237,0.8804506063461304,0.8538191914558411,0.874992311000824
HumanEval/52,0.9598804116249084,0.9598804116249084,0.9598804116249084,0.9598804116249084
HumanEval/53,1.0,1.0,1.0,1.0
HumanEval/54,0.8143928647041321,0.8769196271896362,0.8445004224777222,0.870238184928894
HumanEval/55,0.8463302254676819,0.7925329208374023,0.8185486197471619,0.7976029515266418
HumanEval/56,0.7904430627822876,0.7654763460159302,0.7777593731880188,0.7679018378257751
HumanEval/57,0.800288736820221,0.8583493232727051,0.8283028602600098,0.8521669507026672
HumanEval/58,0.9591070413589478,0.9446828365325928,0.9518402814865112,0.9461055994033813
HumanEval/59,0.8452638983726501,0.826044499874115,0.835543692111969,0.8279269933700562
HumanEval/60,0.8433171510696411,0.8169780373573303,0.8299386501312256,0.8195376396179199
HumanEval/61,0.7660712003707886,0.7615702748298645,0.7638140916824341,0.7620179653167725
HumanEval/62,0.7628332376480103,0.878930926322937,0.8167771697044373,0.8657547831535339
HumanEval/63,0.6827072501182556,0.8080743551254272,0.7401195168495178,0.7935030460357666
HumanEval/64,0.8204598426818848,0.8417130708694458,0.8309505581855774,0.8395382761955261
HumanEval/65,0.7904490232467651,0.8291436433792114,0.8093340992927551,0.8251045346260071
HumanEval/66,0.9526853561401367,0.9562186598777771,0.9544486999511719,0.9558641910552979
HumanEval/67,0.6834031343460083,0.7243015766143799,0.703258216381073,0.7199928164482117
HumanEval/68,0.8064627647399902,0.8209127187728882,0.8136235475540161,0.819444477558136
HumanEval/69,0.7475170493125916,0.8214102983474731,0.782723605632782,0.8133699893951416
HumanEval/70,0.6672990322113037,0.7170184850692749,0.691265881061554,0.711715579032898
HumanEval/71,0.644352912902832,0.8004257678985596,0.7139593958854675,0.7814966440200806
HumanEval/72,0.5968059301376343,0.8106895685195923,0.6874968409538269,0.7826412320137024
HumanEval/73,0.7688878178596497,0.7594008445739746,0.7641149163246155,0.7603389620780945
HumanEval/74,0.875167965888977,0.884171187877655,0.8796465396881104,0.8832625150680542
HumanEval/75,0.7834169268608093,0.7947591543197632,0.789047360420227,0.7936102151870728
HumanEval/76,0.8220260739326477,0.8257385492324829,0.8238780498504639,0.8253657817840576
HumanEval/77,0.7615001797676086,0.8199818134307861,0.7896597385406494,0.8137325048446655
HumanEval/78,0.5272104144096375,0.6413397789001465,0.5787016749382019,0.6277503967285156
HumanEval/79,0.8495347499847412,0.9449523687362671,0.8947067856788635,0.9344568848609924
HumanEval/80,0.9413643479347229,0.9183019399642944,0.9296901226043701,0.9205572605133057
HumanEval/81,0.8515537977218628,0.80595862865448,0.8281291127204895,0.8102972507476807
HumanEval/82,0.7687373161315918,0.7745353579521179,0.7716253995895386,0.7739515900611877
HumanEval/83,0.865904688835144,0.9257558584213257,0.894830584526062,0.9194010496139526
HumanEval/84,0.7680292725563049,0.7685410976409912,0.7682850956916809,0.7684898972511292
HumanEval/85,0.8231182098388672,0.8338370323181152,0.8284429907798767,0.832752525806427
HumanEval/86,0.8617443442344666,0.8244489431381226,0.842684268951416,0.8280326128005981
HumanEval/87,0.7879819273948669,0.8504219055175781,0.8180120587348938,0.8437361121177673
HumanEval/88,0.8353462219238281,0.9053372144699097,0.8689346313476562,0.8978146910667419
HumanEval/89,0.7494431734085083,0.7383838891983032,0.7438724637031555,0.7394751310348511
HumanEval/90,0.899320125579834,0.856359601020813,0.8773142695426941,0.8604699969291687
HumanEval/91,0.6891093254089355,0.7716875672340393,0.7280644178390503,0.7625496983528137
HumanEval/92,0.862468421459198,0.9037812352180481,0.8826416730880737,0.8994727730751038
HumanEval/93,0.7633416652679443,0.785919189453125,0.7744659185409546,0.7836014628410339
HumanEval/94,0.7501565217971802,0.7706372141838074,0.7602589726448059,0.7685390114784241
HumanEval/95,0.8331488370895386,0.7954181432723999,0.8138464689254761,0.7990367412567139
HumanEval/96,0.7646371722221375,0.8312022686004639,0.7965313792228699,0.824028730392456
HumanEval/97,0.8699870705604553,0.7548491954803467,0.8083387017250061,0.7649731636047363
HumanEval/98,0.7521499395370483,0.8241029977798462,0.7864842414855957,0.8162941336631775
HumanEval/99,0.6910468935966492,0.8311917185783386,0.7546680569648743,0.814670205116272
HumanEval/100,0.7095314860343933,0.8385513424873352,0.7686650156974792,0.8235756158828735
HumanEval/101,0.7244426608085632,0.7725663781166077,0.7477310299873352,0.7674682140350342
