Task Id,BLEU Score
HumanEval/0,2.319846273682373
HumanEval/1,1.0888102944467244
HumanEval/2,5.0
HumanEval/3,3.4126448144872032
HumanEval/4,3.506374785278089
HumanEval/5,1.0601287136237625
HumanEval/6,1.0254922545306262
HumanEval/7,1.1975753094846149
HumanEval/8,2.270057774474799
HumanEval/9,1.0647544542629128
HumanEval/10,1.0995854944351617
HumanEval/11,1.142643499634139
HumanEval/12,1.7900512582527206
HumanEval/13,1.0844670886649566
HumanEval/14,1.2973199273805454
HumanEval/15,1.2868712602889707
HumanEval/16,1.0171462674179792
HumanEval/17,1.0986115762328155
HumanEval/18,1.1002951335578697
HumanEval/19,1.026341676028942
HumanEval/20,1.7289673192507409
HumanEval/21,1.0392486530343383
HumanEval/22,1.1424689975314646
HumanEval/23,2.264911064067352
HumanEval/24,3.018930061723243
HumanEval/25,2.0052478498925277
HumanEval/26,1.8460388198250364
HumanEval/27,1.1334629652126602
HumanEval/28,1.5981395124884883
HumanEval/29,1.1111047613604716
HumanEval/30,1.100394484975916
HumanEval/31,1.8275059818689676
HumanEval/32,1.025957315897961
HumanEval/33,1.530774120963582
HumanEval/34,2.264911064067352
HumanEval/35,2.264911064067352
HumanEval/36,1.7366078647036856
HumanEval/37,1.7485434627685317
HumanEval/38,2.7130216597055856
HumanEval/39,1.842153102249461
HumanEval/40,1.3155629712809627
HumanEval/41,1.0071386891474863
HumanEval/42,1.7236870432489322
HumanEval/43,1.1202704397365155
HumanEval/44,1.4963446527542676
HumanEval/45,1.4106760384321364
HumanEval/46,1.5118028925002078
HumanEval/47,1.2904725321019768
HumanEval/48,1.6124098176472976
HumanEval/49,1.6227575913787653
HumanEval/50,3.183883880064139
HumanEval/51,1.1337146448625093
HumanEval/52,1.7236870432489322
HumanEval/53,5.0
HumanEval/54,1.0808004276507766
HumanEval/55,1.097409799333923
HumanEval/56,1.2697433838197085
HumanEval/57,1.4200258454600037
HumanEval/58,1.3213713675778607
HumanEval/59,1.3971806055339324
HumanEval/60,1.0858416471189045
HumanEval/61,1.2348531887501963
HumanEval/62,1.3997147948276047
HumanEval/63,1.3095202760451323
HumanEval/64,1.1547493896710743
HumanEval/65,1.0688572525681446
HumanEval/66,1.6247879873840512
HumanEval/67,1.0442595649939046
HumanEval/68,1.1908312315828797
HumanEval/69,1.3304065239511604
HumanEval/70,1.0136609551736382
HumanEval/71,1.3909771571278757
HumanEval/72,1.0292483462548154
HumanEval/73,1.091626004421304
HumanEval/74,1.1471774929904546
HumanEval/75,1.2120770719047667
HumanEval/76,1.2970282125357
HumanEval/77,1.0628755094520848
HumanEval/78,1.0079431326601815
HumanEval/79,1.13565304364123
HumanEval/80,2.344984267966577
HumanEval/81,1.013442442882956
HumanEval/82,1.0442217875291446
HumanEval/83,1.9367640625859623
HumanEval/84,1.0484360521057674
HumanEval/85,1.2443901118564449
HumanEval/86,1.145449081860003
HumanEval/87,1.3574165401073732
HumanEval/88,1.066249979589328
HumanEval/89,1.1269051898443814
HumanEval/90,1.14031080860861
HumanEval/91,1.030040128756807
HumanEval/92,2.7075241301406416
HumanEval/93,1.0212627639898464
HumanEval/94,1.0322432247508746
HumanEval/95,1.050536595618503
HumanEval/96,1.0388656775667329
HumanEval/97,1.1321265727205523
HumanEval/98,1.0514860101544599
HumanEval/99,1.015960560732469
HumanEval/100,1.1420187083296174
HumanEval/101,1.0248476632602557
HumanEval/102,1.16843708035998
HumanEval/103,1.5118040038634246
HumanEval/104,1.1171349957746672
HumanEval/105,1.059260369891824
HumanEval/106,1.6441906156595034
HumanEval/107,2.472863983821818
HumanEval/108,1.0308730950416019
HumanEval/109,1.1228359504505352
HumanEval/110,1.1334959042836334
HumanEval/111,1.0684627691134057
HumanEval/112,1.1940043762536359
HumanEval/113,1.4447158195941965
HumanEval/114,1.183782552146987
HumanEval/115,1.056260578247752
HumanEval/116,1.053574608046009
HumanEval/117,1.0866506104056533
HumanEval/118,1.5357223173750278
HumanEval/119,1.1380051448639303
HumanEval/120,1.0331291306438783
HumanEval/121,2.1476267497156885
HumanEval/122,1.024790823195615
HumanEval/123,1.1897680977627891
HumanEval/124,2.0717285339020926
HumanEval/125,1.0604915078620636
HumanEval/126,1.0414617335748275
HumanEval/127,1.0293202932810155
HumanEval/128,1.0939203488046556
HumanEval/129,1.0
HumanEval/130,2.02196073016494
HumanEval/131,1.1859664903654448
HumanEval/132,1.0311221033418083
HumanEval/133,1.0810239441085026
HumanEval/134,1.026212527542006
HumanEval/135,1.3522574164573442
HumanEval/136,1.0216312934126461
HumanEval/137,1.0666512434923168
HumanEval/138,1.155551359879411
HumanEval/139,1.6130743979171318
HumanEval/140,1.0208406321793697
HumanEval/141,1.04070020182718
HumanEval/142,3.371713474569086
HumanEval/143,1.0278635606757425
HumanEval/144,1.057279325815774
HumanEval/145,1.0317687240658773
HumanEval/146,2.1882137627939273
HumanEval/147,1.044005226938054
HumanEval/148,3.087576670900069
HumanEval/149,1.066657005815781
HumanEval/150,1.017492392965754
HumanEval/151,1.102051818858622
HumanEval/152,1.0878912554999887
HumanEval/153,1.0256930177922008
HumanEval/154,1.4330390096955061
HumanEval/155,1.164563265483679
HumanEval/156,1.014581490855908
HumanEval/157,1.0173077357927895
HumanEval/158,1.5009132581236322
HumanEval/159,1.1214909981530725
HumanEval/160,1.02441183395996
HumanEval/161,1.126787719521319
HumanEval/162,1.1504794050716343
HumanEval/163,1.6190405520902647
