Task Id,BLEU Score
HumanEval/0,2.201825809180643
HumanEval/1,1.1608734135050762
HumanEval/2,5.0
HumanEval/3,2.5590299807895933
HumanEval/4,1.7526557456854897
HumanEval/5,1.9306616673836023
HumanEval/6,1.3841208811520955
HumanEval/7,1.1975753094846149
HumanEval/8,1.0889356912732016
HumanEval/9,1.0307137308263448
HumanEval/10,1.4238342662593821
HumanEval/11,1.148494509940691
HumanEval/12,1.918664305186815
HumanEval/13,1.1005450841844482
HumanEval/14,2.262393815645178
HumanEval/15,1.0959211870473085
HumanEval/16,1.0844213625274906
HumanEval/17,1.0629606293634801
HumanEval/18,1.4021850735370147
HumanEval/19,2.6699101123670257
HumanEval/20,1.7613794606363664
HumanEval/21,1.0326078154809324
HumanEval/22,1.040729702584782
HumanEval/23,2.264911064067352
HumanEval/24,2.552689861650176
HumanEval/25,1.3325026294099889
HumanEval/26,1.182824224975683
HumanEval/27,1.0331291306438783
HumanEval/28,1.5981395124884883
HumanEval/29,1.1111047613604716
HumanEval/30,1.0739074416820888
HumanEval/31,1.7982020464988129
HumanEval/32,1.09687378477658
HumanEval/33,2.410834294349438
HumanEval/34,1.2149139863647083
HumanEval/35,1.4544877465869999
HumanEval/36,2.8646506826390876
HumanEval/37,2.138291042231669
HumanEval/38,2.968433428594829
HumanEval/39,1.1280442437980653
HumanEval/40,1.3216932701450665
HumanEval/41,1.1337146448625093
HumanEval/42,3.7146010726346907
HumanEval/43,3.5425996135696547
HumanEval/44,1.5759114477883465
HumanEval/45,1.8684740832435074
HumanEval/46,2.849493522999638
HumanEval/47,1.344054269089282
HumanEval/48,2.644534467602079
HumanEval/49,1.004775634697451
HumanEval/50,1.804214938162401
HumanEval/51,1.115151512724045
HumanEval/52,1.404807729767776
HumanEval/53,5.0
HumanEval/54,1.114070158116166
HumanEval/55,2.376434590328604
HumanEval/56,1.2353401304047655
HumanEval/57,1.5909962672983184
HumanEval/58,1.068132744150557
HumanEval/59,1.044095790777654
HumanEval/60,1.527753966853037
HumanEval/61,1.2353401304047655
HumanEval/62,5.0
HumanEval/63,2.1977582040786983
HumanEval/64,1.117497345158616
HumanEval/65,1.2224620775841553
HumanEval/66,1.069583189502569
HumanEval/67,1.0534634550713056
HumanEval/68,1.1709277216417522
HumanEval/69,1.6827383004467569
HumanEval/70,1.023991426657749
HumanEval/71,2.133599266749863
HumanEval/72,2.252568992553094
HumanEval/73,1.0689571341062205
HumanEval/74,1.0620575693410939
HumanEval/75,1.577996742417115
HumanEval/76,1.8721331207258924
HumanEval/77,1.155592741818994
HumanEval/78,1.034562438959991
HumanEval/79,1.1571258603602053
HumanEval/80,3.018124140150527
HumanEval/81,1.071090491338146
HumanEval/82,1.0345075579743905
HumanEval/83,1.077283962982727
HumanEval/84,1.0896677340076892
HumanEval/85,3.7003661340594483
HumanEval/86,1.0953216502610246
HumanEval/87,1.5307062609862934
HumanEval/88,1.2429835228350674
HumanEval/89,1.0335539498289248
HumanEval/90,1.1256820196908683
HumanEval/91,1.0876514408354714
HumanEval/92,2.4796359507862578
HumanEval/93,1.0483791947950143
HumanEval/94,1.0481980202378471
HumanEval/95,1.0532939907475651
HumanEval/96,1.5975003598259765
HumanEval/97,1.0896677340076892
HumanEval/98,2.690587750491001
HumanEval/99,1.6643356286500794
HumanEval/100,1.0840661953662474
HumanEval/101,1.372965744391468
HumanEval/102,1.341535135585951
HumanEval/103,2.4727943991484933
HumanEval/104,1.2157884352344752
HumanEval/105,1.072457111405631
HumanEval/106,1.3600371726523848
HumanEval/107,2.04188167868399
HumanEval/108,1.034531948171416
HumanEval/109,2.085260891746244
HumanEval/110,1.0494421816408677
HumanEval/111,1.0540155914356384
HumanEval/112,1.0425186652871932
HumanEval/113,1.4384061952592815
HumanEval/114,1.0787799862904055
HumanEval/115,1.315490919613684
HumanEval/116,1.0140648360552929
HumanEval/117,1.1499821342272813
HumanEval/118,1.6135148443662026
HumanEval/119,1.1440498782209103
HumanEval/120,1.1632993161855452
HumanEval/121,2.113200673382256
HumanEval/122,1.0281951747738973
HumanEval/123,1.2393769397912753
HumanEval/124,1.231044569731433
HumanEval/125,1.1728738754274095
HumanEval/126,1.1752902422296199
HumanEval/127,1.0315653224005081
HumanEval/128,1.1057629568397767
HumanEval/129,1.1079832284636022
HumanEval/130,2.1558886038045038
HumanEval/131,1.080881718315496
HumanEval/132,1.0234043783668945
HumanEval/133,1.1086655348943166
HumanEval/134,1.2251243686782842
HumanEval/135,1.2310846711943213
HumanEval/136,1.0503819397982417
HumanEval/137,1.0243519973294806
HumanEval/138,1.0692108377651415
HumanEval/139,1.4301869108064504
HumanEval/140,1.0167431648032788
HumanEval/141,1.1484783384719033
HumanEval/142,2.5780835794663792
HumanEval/143,1.031345202343675
HumanEval/144,1.10887965521307
HumanEval/145,1.0549085613762694
HumanEval/146,2.115003363118502
HumanEval/147,1.0466329181328895
HumanEval/148,2.886858850062025
HumanEval/149,1.108787206059981
HumanEval/150,1.0414828528864704
HumanEval/151,2.796410354706871
HumanEval/152,2.1453698523644054
HumanEval/153,1.0636814501861922
HumanEval/154,1.0783794262550044
HumanEval/155,1.2136565449527912
HumanEval/156,1.0132749629875126
HumanEval/157,1.0235402522164598
HumanEval/158,1.6012942034810522
HumanEval/159,1.108306305070218
HumanEval/160,1.7013929262649237
HumanEval/161,1.1293705194677965
HumanEval/162,1.1965308219257769
HumanEval/163,1.2188568104359376
